Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
Day  ,JD  ,JD_prcp  ,JD_snow  ,Month  ,State_id  ,Year  ,CPRC (in),CPRS (in),CSNW (in),PRCP (in),PRCP_flag  ,SNOW (in),SNOW_flag  ,SNWD (in),SNWD_flag  ,Season_prcp  ,Season_snow  ,TAVE (F),TMAX (F),TMAX_flag  ,TMIN (F),TMIN_flag   
26,57,149,210,2,'305801',2007,5.62,22.18,6.4,0.28,'  0',0.6,'  0',2,'  0','2006-07','2006-07',33,36,'  0',30,'  0' 
27,58,150,211,2,'305801',2007,5.62,22.18,6.4,0,'T 0',0,'T 0',2,'  0','2006-07','2006-07',39,43,'  0',34,'  0' 
28,59,151,212,2,'305801',2007,5.62,22.18,6.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',41,46,'  0',35,'  0' 
1,60,152,213,3,'305801',2007,5.76,22.32,6.4,0.14,'  0',0,'  0',0,'  0','2006-07','2006-07',40,46,'  0',33,'  0' 
2,61,153,214,3,'305801',2007,8.17,24.73,6.4,2.41,'  0',0,'  0',0,'  0','2006-07','2006-07',47,58,'  0',35,'  0' 
3,62,154,215,3,'305801',2007,8.17,24.73,6.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',50,59,'  0',40,'  0' 
4,63,155,216,3,'305801',2007,8.17,24.73,6.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',37,40,'  0',33,'  0' 
5,64,156,217,3,'305801',2007,8.17,24.73,6.4,0,'T 0',0,'T 0',0,'  0','2006-07','2006-07',31,41,'  0',21,'  0' 
6,65,157,218,3,'305801',2007,8.17,24.73,6.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',16,21,'  0',11,'  0' 
7,66,158,219,3,'305801',2007,8.21,24.77,6.9,0.04,'  0',0.5,'  0',0,'T 0','2006-07','2006-07',18,23,'  0',12,'  0' 
8,67,159,220,3,'305801',2007,8.21,24.77,6.9,0,'  0',0,'  0',0,'T 0','2006-07','2006-07',26,34,'  0',18,'  0' 
9,68,160,221,3,'305801',2007,8.21,24.77,6.9,0,'  0',0,'  0',0,'  0','2006-07','2006-07',24,35,'  0',13,'  0' 
10,69,161,222,3,'305801',2007,8.28,24.84,6.9,0.07,'  0',0,'  0',0,'  0','2006-07','2006-07',45,57,'  0',32,'  0' 
11,70,162,223,3,'305801',2007,8.44,25,6.9,0.16,'  0',0,'  0',0,'  0','2006-07','2006-07',44,50,'  0',38,'  0' 
12,71,163,224,3,'305801',2007,8.44,25,6.9,0,'  0',0,'  0',0,'  0','2006-07','2006-07',47,57,'  0',36,'  0' 
13,72,164,225,3,'305801',2007,8.44,25,6.9,0,'  0',0,'  0',0,'  0','2006-07','2006-07',50,57,'  0',43,'  0' 
14,73,165,226,3,'305801',2007,8.44,25,6.9,0,'  0',0,'  0',0,'  0','2006-07','2006-07',58,70,'  0',46,'  0' 
15,74,166,227,3,'305801',2007,8.76,25.32,6.9,0.32,'  0',0,'T 0',0,'  0','2006-07','2006-07',52,67,'  0',36,'  0' 
16,75,167,228,3,'305801',2007,10.79,27.35,12.4,2.03,'  0',5.5,'  0',0,'T 0','2006-07','2006-07',31,36,'  0',26,'  0' 
17,76,168,229,3,'305801',2007,10.82,27.38,12.4,0.03,'  0',0,'T 0',5,'  0','2006-07','2006-07',32,38,'  0',25,'  0' 
18,77,169,230,3,'305801',2007,10.82,27.38,12.4,0,'  0',0,'  0',3,'  0','2006-07','2006-07',33,39,'  0',27,'  0' 
19,78,170,231,3,'305801',2007,10.82,27.38,12.4,0,'T 0',0,'  0',1,'  0','2006-07','2006-07',37,43,'  0',30,'  0' 
20,79,171,232,3,'305801',2007,10.82,27.38,12.4,0,'  0',0,'  0',1,'  0','2006-07','2006-07',42,50,'  0',33,'  0' 
21,80,172,233,3,'305801',2007,10.82,27.38,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',33,40,'  0',26,'  0' 
22,81,173,234,3,'305801',2007,10.84,27.4,12.4,0.02,'  0',0,'  0',0,'  0','2006-07','2006-07',54,67,'  0',40,'  0' 
23,82,174,235,3,'305801',2007,10.93,27.49,12.4,0.09,'  0',0,'  0',0,'  0','2006-07','2006-07',56,61,'  0',51,'  0' 
24,83,175,236,3,'305801',2007,10.96,27.52,12.4,0.03,'  0',0,'  0',0,'  0','2006-07','2006-07',48,54,'  0',42,'  0' 
25,84,176,237,3,'305801',2007,10.96,27.52,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',46,54,'  0',38,'  0' 
26,85,177,238,3,'305801',2007,10.96,27.52,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',47,54,'  0',39,'  0' 
27,86,178,239,3,'305801',2007,10.97,27.53,12.4,0.01,'  0',0,'  0',0,'  0','2006-07','2006-07',64,78,'  0',50,'  0' 
28,87,179,240,3,'305801',2007,10.97,27.53,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',55,65,'  0',45,'  0' 
29,88,180,241,3,'305801',2007,10.97,27.53,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',48,57,'  0',38,'  0' 
30,89,181,242,3,'305801',2007,10.97,27.53,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',54,68,'  0',39,'  0' 
31,90,182,243,3,'305801',2007,10.97,27.53,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',52,60,'  0',43,'  0' 
1,91,183,244,4,'305801',2007,11.03,27.59,12.4,0.06,'  0',0,'  0',0,'  0','2006-07','2006-07',46,50,'  0',42,'  0' 
2,92,184,245,4,'305801',2007,11.09,27.65,12.4,0.06,'  0',0,'  0',0,'  0','2006-07','2006-07',49,56,'  0',42,'  0' 
3,93,185,246,4,'305801',2007,11.09,27.65,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',53,63,'  0',42,'  0' 
4,94,186,247,4,'305801',2007,11.94,28.5,12.4,0.85,'  0',0,'  0',0,'  0','2006-07','2006-07',41,42,'  0',40,'  0' 
5,95,187,248,4,'305801',2007,11.94,28.5,12.4,0,'T 0',0,'T 0',0,'  0','2006-07','2006-07',39,44,'  0',34,'  0' 
6,96,188,249,4,'305801',2007,11.94,28.5,12.4,0,'T 0',0,'T 0',0,'  0','2006-07','2006-07',37,42,'  0',31,'  0' 
7,97,189,250,4,'305801',2007,11.94,28.5,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',37,43,'  0',31,'  0' 
8,98,190,251,4,'305801',2007,11.94,28.5,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',36,41,'  0',30,'  0' 
9,99,191,252,4,'305801',2007,11.94,28.5,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',41,49,'  0',32,'  0' 
10,100,192,253,4,'305801',2007,11.94,28.5,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',42,51,'  0',33,'  0' 
11,101,193,254,4,'305801',2007,11.94,28.5,12.4,0,'T 0',0,'  0',0,'  0','2006-07','2006-07',43,50,'  0',36,'  0' 
12,102,194,255,4,'305801',2007,13.32,29.88,12.4,1.38,'  0',0,'  0',0,'  0','2006-07','2006-07',42,44,'  0',39,'  0' 
13,103,195,256,4,'305801',2007,13.32,29.88,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',46,49,'  0',42,'  0' 
14,104,196,257,4,'305801',2007,13.32,29.88,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',48,56,'  0',40,'  0' 
15,105,197,258,4,'305801',2007,20.89,37.45,12.4,7.57,'  Z',0,'  0',0,'  0','2006-07','2006-07',48,55,'  0',40,'  0' 
16,106,198,259,4,'305801',2007,21.79,38.35,12.4,0.9,'  0',0,'  0',0,'  0','2006-07','2006-07',43,48,'  0',38,'  0' 
17,107,199,260,4,'305801',2007,21.83,38.39,12.4,0.04,'  0',0,'  0',0,'  0','2006-07','2006-07',47,51,'  0',42,'  0' 
18,108,200,261,4,'305801',2007,21.83,38.39,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',47,51,'  0',42,'  0' 
19,109,201,262,4,'305801',2007,21.84,38.4,12.4,0.01,'  0',0,'  0',0,'  0','2006-07','2006-07',53,61,'  0',45,'  0' 
20,110,202,263,4,'305801',2007,21.84,38.4,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',58,71,'  0',44,'  0' 
21,111,203,264,4,'305801',2007,21.84,38.4,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',62,79,'  0',45,'  0' 
22,112,204,265,4,'305801',2007,21.84,38.4,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',67,78,'  0',55,'  0' 
23,113,205,266,4,'305801',2007,21.84,38.4,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',72,86,'  0',58,'  0' 
24,114,206,267,4,'305801',2007,21.84,38.4,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',67,76,'  0',58,'  0' 
25,115,207,268,4,'305801',2007,21.98,38.54,12.4,0.14,'  0',0,'  0',0,'  0','2006-07','2006-07',57,67,'  0',47,'  0' 
26,116,208,269,4,'305801',2007,21.98,38.54,12.4,0,'T 0',0,'  0',0,'  0','2006-07','2006-07',54,61,'  0',46,'  0' 
27,117,209,270,4,'305801',2007,24.02,40.58,12.4,2.04,'  0',0,'  0',0,'  0','2006-07','2006-07',52,56,'  0',47,'  0' 
28,118,210,271,4,'305801',2007,24.02,40.58,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',63,71,'  0',54,'  0' 
29,119,211,272,4,'305801',2007,24.02,40.58,12.4,0,'T 0',0,'  0',0,'  0','2006-07','2006-07',61,67,'  0',55,'  0' 
30,120,212,273,4,'305801',2007,24.02,40.58,12.4,0,'T 0',0,'  0',0,'  0','2006-07','2006-07',66,80,'  0',52,'  0' 
1,121,213,274,5,'305801',2007,24.34,40.9,12.4,0.32,'  0',0,'  0',0,'  0','2006-07','2006-07',61,71,'  0',51,'  0' 
2,122,214,275,5,'305801',2007,24.44,41,12.4,0.1,'  0',0,'  0',0,'  0','2006-07','2006-07',59,68,'  0',50,'  0' 
3,123,215,276,5,'305801',2007,24.44,41,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',62,72,'  0',51,'  0' 
4,124,216,277,5,'305801',2007,24.44,41,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',61,71,'  0',50,'  0' 
5,125,217,278,5,'305801',2007,24.44,41,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',62,73,'  0',51,'  0' 
6,126,218,279,5,'305801',2007,24.44,41,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',55,63,'  0',46,'  0' 
7,127,219,280,5,'305801',2007,24.44,41,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',56,67,'  0',44,'  0' 
8,128,220,281,5,'305801',2007,24.44,41,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',60,72,'  0',47,'  0' 
9,129,221,282,5,'305801',2007,24.44,41,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',70,83,'  0',57,'  0' 
10,130,222,283,5,'305801',2007,24.44,41,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',69,77,'  0',61,'  0' 
11,131,223,284,5,'305801',2007,24.63,41.19,12.4,0.19,'  0',0,'  0',0,'  0','2006-07','2006-07',69,77,'  0',60,'  0' 
12,132,224,285,5,'305801',2007,24.81,41.37,12.4,0.18,'  0',0,'  0',0,'  0','2006-07','2006-07',64,74,'  0',53,'  0' 
13,133,225,286,5,'305801',2007,24.81,41.37,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',59,68,'  0',49,'  0' 
14,134,226,287,5,'305801',2007,24.81,41.37,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',60,70,'  0',49,'  0' 
15,135,227,288,5,'305801',2007,24.81,41.37,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',70,84,'  0',56,'  0' 
16,136,228,289,5,'305801',2007,25.64,42.2,12.4,0.83,'  0',0,'  0',0,'  0','2006-07','2006-07',72,85,'  0',59,'  0' 
17,137,229,290,5,'305801',2007,25.64,42.2,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',62,69,'  0',54,'  0' 
18,138,230,291,5,'305801',2007,25.64,42.2,12.4,0,'T 0',0,'  0',0,'  0','2006-07','2006-07',51,54,'  0',48,'  0' 
19,139,231,292,5,'305801',2007,25.85,42.41,12.4,0.21,'  0',0,'  0',0,'  0','2006-07','2006-07',54,57,'  0',50,'  0' 
20,140,232,293,5,'305801',2007,25.87,42.43,12.4,0.02,'  0',0,'  0',0,'  0','2006-07','2006-07',63,75,'  0',51,'  0' 
21,141,233,294,5,'305801',2007,25.87,42.43,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',62,71,'  0',53,'  0' 
22,142,234,295,5,'305801',2007,25.87,42.43,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',65,76,'  0',53,'  0' 
23,143,235,296,5,'305801',2007,25.87,42.43,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',65,74,'  0',55,'  0' 
24,144,236,297,5,'305801',2007,25.87,42.43,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',71,84,'  0',58,'  0' 
25,145,237,298,5,'305801',2007,25.87,42.43,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',77,90,'  0',64,'  0' 
26,146,238,299,5,'305801',2007,25.87,42.43,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',78,85,'  0',71,'  0' 
27,147,239,300,5,'305801',2007,25.9,42.46,12.4,0.03,'  0',0,'  0',0,'  0','2006-07','2006-07',76,86,'  0',66,'  0' 
28,148,240,301,5,'305801',2007,25.9,42.46,12.4,0,'T 0',0,'  0',0,'  0','2006-07','2006-07',75,83,'  0',67,'  0' 
29,149,241,302,5,'305801',2007,25.9,42.46,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',71,80,'  0',61,'  0' 
30,150,242,303,5,'305801',2007,25.9,42.46,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',73,84,'  0',61,'  0' 
31,151,243,304,5,'305801',2007,25.9,42.46,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',78,91,'  0',64,'  0' 
1,152,244,305,6,'305801',2007,25.9,42.46,12.4,0,'T 0',0,'  0',0,'  0','2006-07','2006-07',76,88,'  0',64,'  0' 
2,153,245,306,6,'305801',2007,25.9,42.46,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',80,89,'  0',71,'  0' 
3,154,246,307,6,'305801',2007,27.52,44.08,12.4,1.62,'  0',0,'  0',0,'  0','2006-07','2006-07',71,79,'  0',63,'  0' 
4,155,247,308,6,'305801',2007,29.81,46.37,12.4,2.29,'  0',0,'  0',0,'  0','2006-07','2006-07',65,70,'  0',60,'  0' 
5,156,248,309,6,'305801',2007,29.81,46.37,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',74,81,'  0',66,'  0' 
6,157,249,310,6,'305801',2007,29.81,46.37,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',64,71,'  0',56,'  0' 
7,158,250,311,6,'305801',2007,29.81,46.37,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',65,75,'  0',54,'  0' 
8,159,251,312,6,'305801',2007,29.81,46.37,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',75,85,'  0',64,'  0' 
9,160,252,313,6,'305801',2007,29.82,46.38,12.4,0.01,'  0',0,'  0',0,'  0','2006-07','2006-07',74,82,'  0',65,'  0' 
10,161,253,314,6,'305801',2007,29.82,46.38,12.4,0,'T 0',0,'  0',0,'  0','2006-07','2006-07',67,72,'  0',62,'  0' 
11,162,254,315,6,'305801',2007,29.85,46.41,12.4,0.03,'  0',0,'  0',0,'  0','2006-07','2006-07',74,84,'  0',63,'  0' 
12,163,255,316,6,'305801',2007,31.03,47.59,12.4,1.18,'  0',0,'  0',0,'  0','2006-07','2006-07',74,83,'  0',65,'  0' 
13,164,256,317,6,'305801',2007,31.03,47.59,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',62,66,'  0',57,'  0' 
14,165,257,318,6,'305801',2007,31.03,47.59,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',60,64,'  0',56,'  0' 
15,166,258,319,6,'305801',2007,31.03,47.59,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',67,74,'  0',59,'  0' 
16,167,259,320,6,'305801',2007,31.07,47.63,12.4,0.04,'  0',0,'  0',0,'  0','2006-07','2006-07',71,81,'  0',60,'  0' 
17,168,260,321,6,'305801',2007,31.07,47.63,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',76,86,'  0',66,'  0' 
18,169,261,322,6,'305801',2007,31.07,47.63,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',76,84,'  0',68,'  0' 
19,170,262,323,6,'305801',2007,31.4,47.96,12.4,0.33,'  0',0,'  0',0,'  0','2006-07','2006-07',73,80,'  0',66,'  0' 
20,171,263,324,6,'305801',2007,31.54,48.1,12.4,0.14,'  0',0,'  0',0,'  0','2006-07','2006-07',73,78,'  0',67,'  0' 
21,172,264,325,6,'305801',2007,31.72,48.28,12.4,0.18,'  0',0,'  0',0,'  0','2006-07','2006-07',70,80,'  0',60,'  0' 
22,173,265,326,6,'305801',2007,31.72,48.28,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',68,74,'  0',61,'  0' 
23,174,266,327,6,'305801',2007,31.72,48.28,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',65,74,'  0',56,'  0' 
24,175,267,328,6,'305801',2007,31.72,48.28,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',69,81,'  0',57,'  0' 
25,176,268,329,6,'305801',2007,31.72,48.28,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',74,80,'  0',67,'  0' 
26,177,269,330,6,'305801',2007,31.72,48.28,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',82,91,'  0',72,'  0' 
27,178,270,331,6,'305801',2007,32.41,48.97,12.4,0.69,'  0',0,'  0',0,'  0','2006-07','2006-07',80,90,'  0',70,'  0' 
28,179,271,332,6,'305801',2007,32.44,49,12.4,0.03,'  0',0,'  0',0,'  0','2006-07','2006-07',79,87,'  0',70,'  0' 
29,180,272,333,6,'305801',2007,32.44,49,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',72,77,'  0',67,'  0' 
30,181,273,334,6,'305801',2007,32.45,49.01,12.4,0.01,'  0',0,'  0',0,'  0','2006-07','2006-07',72,81,'  0',63,'  0' 
1,182,274,335,7,'305801',2007,32.45,49.01,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',68,74,'  0',61,'  0' 
2,183,275,336,7,'305801',2007,32.45,49.01,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',66,74,'  0',57,'  0' 
3,184,276,337,7,'305801',2007,32.45,49.01,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',70,80,'  0',60,'  0' 
4,185,277,338,7,'305801',2007,32.52,49.08,12.4,0.07,'  0',0,'  0',0,'  0','2006-07','2006-07',68,71,'  0',65,'  0' 
5,186,278,339,7,'305801',2007,33.82,50.38,12.4,1.3,'  0',0,'  0',0,'  0','2006-07','2006-07',73,78,'  0',67,'  0' 
6,187,279,340,7,'305801',2007,33.85,50.41,12.4,0.03,'  0',0,'  0',0,'  0','2006-07','2006-07',75,83,'  0',67,'  0' 
7,188,280,341,7,'305801',2007,33.85,50.41,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',76,85,'  0',67,'  0' 
8,189,281,342,7,'305801',2007,33.85,50.41,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',80,89,'  0',71,'  0' 
9,190,282,343,7,'305801',2007,33.85,50.41,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',84,92,'  0',76,'  0' 
10,191,283,344,7,'305801',2007,33.85,50.41,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',83,92,'  0',74,'  0' 
11,192,284,345,7,'305801',2007,34.86,51.42,12.4,1.01,'  0',0,'  0',0,'  0','2006-07','2006-07',78,85,'  0',70,'  0' 
12,193,285,346,7,'305801',2007,34.86,51.42,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',73,80,'  0',66,'  0' 
13,194,286,347,7,'305801',2007,34.86,51.42,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',75,81,'  0',69,'  0' 
14,195,287,348,7,'305801',2007,34.86,51.42,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',75,84,'  0',66,'  0' 
15,196,288,349,7,'305801',2007,34.87,51.43,12.4,0.01,'  0',0,'  0',0,'  0','2006-07','2006-07',80,88,'  0',72,'  0' 
16,197,289,350,7,'305801',2007,34.87,51.43,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',77,82,'  0',71,'  0' 
17,198,290,351,7,'305801',2007,34.87,51.43,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',79,88,'  0',69,'  0' 
18,199,291,352,7,'305801',2007,36.46,53.02,12.4,1.59,'  0',0,'  0',0,'  0','2006-07','2006-07',74,78,'  0',69,'  0' 
19,200,292,353,7,'305801',2007,36.65,53.21,12.4,0.19,'  0',0,'  0',0,'  0','2006-07','2006-07',77,83,'  0',70,'  0' 
20,201,293,354,7,'305801',2007,36.65,53.21,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',73,78,'  0',67,'  0' 
21,202,294,355,7,'305801',2007,36.65,53.21,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',73,82,'  0',63,'  0' 
22,203,295,356,7,'305801',2007,36.65,53.21,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',76,83,'  0',68,'  0' 
23,204,296,357,7,'305801',2007,38.96,55.52,12.4,2.31,'  0',0,'  0',0,'  0','2006-07','2006-07',66,72,'  0',60,'  0' 
24,205,297,358,7,'305801',2007,38.96,55.52,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',70,81,'  0',58,'  0' 
25,206,298,359,7,'305801',2007,38.96,55.52,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',75,83,'  0',67,'  0' 
26,207,299,360,7,'305801',2007,38.96,55.52,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',78,85,'  0',71,'  0' 
27,208,300,361,7,'305801',2007,38.96,55.52,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',78,84,'  0',71,'  0' 
28,209,301,362,7,'305801',2007,38.96,55.52,12.4,0,'T 0',0,'  0',0,'  0','2006-07','2006-07',78,84,'  0',71,'  0' 
29,210,302,363,7,'305801',2007,39.34,55.9,12.4,0.38,'  0',0,'  0',0,'  0','2006-07','2006-07',76,80,'  0',72,'  0' 
30,211,303,364,7,'305801',2007,39.34,55.9,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',78,86,'  0',70,'  0' 
31,212,304,365,7,'305801',2007,39.34,55.9,12.4,0,'  0',0,'  0',0,'  0','2006-07','2006-07',80,87,'  0',72,'  0' 
1,213,305,1,8,'305801',2007,39.34,55.9,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',81,90,'  0',71,'  0' 
2,214,306,2,8,'305801',2007,39.34,55.9,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',84,92,'  0',75,'  0' 
3,215,307,3,8,'305801',2007,40.49,57.05,0,1.15,'  0',0,'  0',0,'  0','2006-07','2007-08',78,90,'  0',66,'  0' 
4,216,308,4,8,'305801',2007,40.5,57.06,0,0.01,'  0',0,'  0',0,'  0','2006-07','2007-08',79,89,'  0',69,'  0' 
5,217,309,5,8,'305801',2007,40.5,57.06,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',78,85,'  0',70,'  0' 
6,218,310,6,8,'305801',2007,40.5,57.06,0,0,'T 0',0,'  0',0,'  0','2006-07','2007-08',78,83,'  0',72,'  0' 
7,219,311,7,8,'305801',2007,40.5,57.06,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',82,89,'  0',75,'  0' 
8,220,312,8,8,'305801',2007,43,59.56,0,2.5,'  0',0,'  0',0,'  0','2006-07','2007-08',82,90,'  0',73,'  0' 
9,221,313,9,8,'305801',2007,43,59.56,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',78,83,'  0',72,'  0' 
10,222,314,10,8,'305801',2007,44.28,60.84,0,1.28,'  0',0,'  0',0,'  0','2006-07','2007-08',65,72,'  0',57,'  0' 
11,223,315,11,8,'305801',2007,44.28,60.84,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',69,81,'  0',57,'  0' 
12,224,316,12,8,'305801',2007,44.28,60.84,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',77,85,'  0',68,'  0' 
13,225,317,13,8,'305801',2007,44.32,60.88,0,0.04,'  0',0,'  0',0,'  0','2006-07','2007-08',77,84,'  0',70,'  0' 
14,226,318,14,8,'305801',2007,44.32,60.88,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',73,81,'  0',65,'  0' 
15,227,319,15,8,'305801',2007,44.32,60.88,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',76,84,'  0',67,'  0' 
16,228,320,16,8,'305801',2007,44.33,60.89,0,0.01,'  0',0,'  0',0,'  0','2006-07','2007-08',79,83,'  0',74,'  0' 
17,229,321,17,8,'305801',2007,45.07,61.63,0,0.74,'  0',0,'  0',0,'  0','2006-07','2007-08',74,85,'  0',62,'  0' 
18,230,322,18,8,'305801',2007,45.07,61.63,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',67,74,'  0',59,'  0' 
19,231,323,19,8,'305801',2007,45.19,61.75,0,0.12,'  0',0,'  0',0,'  0','2006-07','2007-08',66,71,'  0',60,'  0' 
20,232,324,20,8,'305801',2007,45.25,61.81,0,0.06,'  0',0,'  0',0,'  0','2006-07','2007-08',64,69,'  0',58,'  0' 
21,233,325,21,8,'305801',2007,46.52,63.08,0,1.27,'  0',0,'  0',0,'  0','2006-07','2007-08',58,59,'  0',56,'  0' 
22,234,326,22,8,'305801',2007,46.52,63.08,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',61,65,'  0',56,'  0' 
23,235,327,23,8,'305801',2007,46.52,63.08,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',69,75,'  0',62,'  0' 
24,236,328,24,8,'305801',2007,46.52,63.08,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',75,83,'  0',66,'  0' 
25,237,329,25,8,'305801',2007,46.52,63.08,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',80,87,'  0',73,'  0' 
26,238,330,26,8,'305801',2007,46.52,63.08,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',76,80,'  0',72,'  0' 
27,239,331,27,8,'305801',2007,46.52,63.08,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',75,83,'  0',67,'  0' 
28,240,332,28,8,'305801',2007,46.52,63.08,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',76,83,'  0',68,'  0' 
29,241,333,29,8,'305801',2007,46.52,63.08,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',76,85,'  0',67,'  0' 
30,242,334,30,8,'305801',2007,46.52,63.08,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',78,86,'  0',70,'  0' 
31,243,335,31,8,'305801',2007,46.52,63.08,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',74,78,'  0',69,'  0' 
1,244,336,32,9,'305801',2007,46.52,63.08,0,0,'  0',0,'  0',0,'  0','2006-07','2007-08',72,79,'  0',64,'  0' 
